,State,Year,Quarter,District,Reg_Users,App_Opens
9760,Punjab,2018,4,bathinda district,109505,0
9761,Punjab,2018,4,kapurthala district,39412,0
9762,Punjab,2018,4,firozepur district,44095,0
9763,Punjab,2018,4,gurdaspur district,51644,0
9764,Punjab,2018,4,amritsar district,141933,0
9765,Punjab,2018,4,faridkot district,31389,0
9766,Punjab,2018,4,hoshiarpur district,59684,0
9767,Punjab,2018,4,moga district,31737,0
9768,Punjab,2019,1,shahid bhagat singh nagar district,21180,0
9769,Punjab,2019,1,fazilka district,104942,0
9770,Punjab,2019,1,barnala district,30391,0
9771,Punjab,2019,1,mansa district,45716,0
9772,Punjab,2019,1,ludhiana district,454370,0
9773,Punjab,2019,1,sri muktsar sahib district,51650,0
9774,Punjab,2019,1,patiala district,169872,0
9775,Punjab,2019,1,pathankot district,59669,0
9776,Punjab,2019,1,fatehgarh sahib district,40342,0
9777,Punjab,2019,1,rupnagar district,46877,0
9778,Punjab,2019,1,tarn taran district,33774,0
9779,Punjab,2019,1,sas nagar district,298288,0
9780,Punjab,2019,1,sangrur district,97326,0
9781,Punjab,2019,1,jalandhar district,164130,0
9782,Punjab,2019,1,bathinda district,128070,0
9783,Punjab,2019,1,kapurthala district,46907,0
9784,Punjab,2019,1,firozepur district,52617,0
9785,Punjab,2019,1,gurdaspur district,62502,0
9786,Punjab,2019,1,amritsar district,171264,0
9787,Punjab,2019,1,faridkot district,36743,0
9788,Punjab,2019,1,hoshiarpur district,72128,0
9789,Punjab,2019,1,moga district,37832,0
9790,Punjab,2019,2,shahid bhagat singh nagar district,25320,102924
9791,Punjab,2019,2,fazilka district,118707,459649
9792,Punjab,2019,2,barnala district,35343,119349
9793,Punjab,2019,2,mansa district,51398,161840
9794,Punjab,2019,2,ludhiana district,528745,2411531
9795,Punjab,2019,2,sri muktsar sahib district,58786,197260
9796,Punjab,2019,2,patiala district,199960,791726
9797,Punjab,2019,2,pathankot district,69833,309317
9798,Punjab,2019,2,fatehgarh sahib district,47880,186325
9799,Punjab,2019,2,rupnagar district,55694,227620
9800,Punjab,2019,2,tarn taran district,40585,150645
9801,Punjab,2019,2,sas nagar district,343153,1753782
9802,Punjab,2019,2,sangrur district,111996,402287
9803,Punjab,2019,2,jalandhar district,195283,815326
9804,Punjab,2019,2,bathinda district,145282,561572
9805,Punjab,2019,2,kapurthala district,55315,301803
9806,Punjab,2019,2,firozepur district,61557,249204
9807,Punjab,2019,2,gurdaspur district,75170,266633
9808,Punjab,2019,2,amritsar district,206517,849970
9809,Punjab,2019,2,faridkot district,42444,150056
9810,Punjab,2019,2,hoshiarpur district,86022,299806
9811,Punjab,2019,2,moga district,45122,159469
9812,Punjab,2019,3,shahid bhagat singh nagar district,29058,358302
9813,Punjab,2019,3,fazilka district,132573,1615296
9814,Punjab,2019,3,barnala district,40352,424937
9815,Punjab,2019,3,mansa district,56807,547782
9816,Punjab,2019,3,ludhiana district,601479,8692321
9817,Punjab,2019,3,sri muktsar sahib district,66098,684183
9818,Punjab,2019,3,patiala district,229488,3089142
9819,Punjab,2019,3,pathankot district,79266,1050471
9820,Punjab,2019,3,fatehgarh sahib district,55452,710529
9821,Punjab,2019,3,rupnagar district,64333,791936
9822,Punjab,2019,3,tarn taran district,47784,542647
9823,Punjab,2019,3,sas nagar district,385263,6868841
9824,Punjab,2019,3,sangrur district,127329,1545980
9825,Punjab,2019,3,jalandhar district,225027,3028235
9826,Punjab,2019,3,bathinda district,162800,2039631
9827,Punjab,2019,3,kapurthala district,63785,1777578
9828,Punjab,2019,3,firozepur district,70387,893976
9829,Punjab,2019,3,gurdaspur district,87043,911184
9830,Punjab,2019,3,amritsar district,238628,3127423
9831,Punjab,2019,3,faridkot district,48150,526908
9832,Punjab,2019,3,hoshiarpur district,99272,1049605
9833,Punjab,2019,3,moga district,52339,583979
9834,Punjab,2019,4,shahid bhagat singh nagar district,33484,440386
9835,Punjab,2019,4,fazilka district,149868,2046302
9836,Punjab,2019,4,barnala district,45753,503741
9837,Punjab,2019,4,mansa district,63277,647308
9838,Punjab,2019,4,ludhiana district,671579,9889774
9839,Punjab,2019,4,sri muktsar sahib district,74361,834091
9840,Punjab,2019,4,patiala district,256911,3518875
9841,Punjab,2019,4,pathankot district,88749,1269136
9842,Punjab,2019,4,fatehgarh sahib district,63217,880080
9843,Punjab,2019,4,rupnagar district,72909,947082
9844,Punjab,2019,4,tarn taran district,55986,687870
9845,Punjab,2019,4,sas nagar district,422041,7725737
9846,Punjab,2019,4,sangrur district,143162,1881604
9847,Punjab,2019,4,jalandhar district,251259,3394986
9848,Punjab,2019,4,bathinda district,180722,2453820
9849,Punjab,2019,4,kapurthala district,71914,2193189
9850,Punjab,2019,4,firozepur district,79879,1108157
9851,Punjab,2019,4,gurdaspur district,100393,1118140
9852,Punjab,2019,4,amritsar district,268663,3523965
9853,Punjab,2019,4,faridkot district,54374,664245
9854,Punjab,2019,4,hoshiarpur district,113296,1230367
9855,Punjab,2019,4,moga district,59945,715025
9856,Punjab,2020,1,shahid bhagat singh nagar district,38821,490108
9857,Punjab,2020,1,fazilka district,168714,2488961
9858,Punjab,2020,1,barnala district,51941,603429
9859,Punjab,2020,1,mansa district,74105,799060
9860,Punjab,2020,1,ludhiana district,756590,11119366
9861,Punjab,2020,1,sri muktsar sahib district,84164,1014080
9862,Punjab,2020,1,patiala district,287330,3967305
9863,Punjab,2020,1,pathankot district,99453,1401796
9864,Punjab,2020,1,fatehgarh sahib district,72422,995685
9865,Punjab,2020,1,rupnagar district,82807,1115635
9866,Punjab,2020,1,tarn taran district,66491,874175
9867,Punjab,2020,1,sas nagar district,460416,8395805
9868,Punjab,2020,1,sangrur district,161513,2080788
9869,Punjab,2020,1,jalandhar district,282191,3840409
9870,Punjab,2020,1,bathinda district,200425,2727950
9871,Punjab,2020,1,kapurthala district,80875,2265592
9872,Punjab,2020,1,firozepur district,90278,1268154
9873,Punjab,2020,1,gurdaspur district,116534,1354661
9874,Punjab,2020,1,amritsar district,303767,3974667
9875,Punjab,2020,1,faridkot district,61578,758282
9876,Punjab,2020,1,hoshiarpur district,129693,1462905
9877,Punjab,2020,1,moga district,69394,854897
9878,Punjab,2020,2,shahid bhagat singh nagar district,45867,557697
9879,Punjab,2020,2,fazilka district,188515,2747541
9880,Punjab,2020,2,barnala district,59490,650469
9881,Punjab,2020,2,mansa district,83176,843138
9882,Punjab,2020,2,ludhiana district,853140,10720306
9883,Punjab,2020,2,sri muktsar sahib district,95421,1087803
9884,Punjab,2020,2,patiala district,323801,3955850
9885,Punjab,2020,2,pathankot district,113067,1625788
9886,Punjab,2020,2,fatehgarh sahib district,83254,993979
9887,Punjab,2020,2,rupnagar district,95464,1193440
9888,Punjab,2020,2,tarn taran district,79790,1059453
9889,Punjab,2020,2,sas nagar district,498018,5834843
9890,Punjab,2020,2,sangrur district,183342,2108122
9891,Punjab,2020,2,jalandhar district,320498,3693900
9892,Punjab,2020,2,bathinda district,222968,2668136
9893,Punjab,2020,2,kapurthala district,91387,1079840
9894,Punjab,2020,2,firozepur district,102253,1366144
9895,Punjab,2020,2,gurdaspur district,137571,1652130
9896,Punjab,2020,2,amritsar district,343732,3868572
9897,Punjab,2020,2,faridkot district,70252,841168
9898,Punjab,2020,2,hoshiarpur district,153462,1812295
9899,Punjab,2020,2,moga district,81013,928962
9900,Punjab,2020,3,shahid bhagat singh nagar district,52007,568643
9901,Punjab,2020,3,fazilka district,208929,2971338
9902,Punjab,2020,3,barnala district,66758,703985
9903,Punjab,2020,3,mansa district,91467,898524
9904,Punjab,2020,3,ludhiana district,944936,12240572
9905,Punjab,2020,3,sri muktsar sahib district,105998,1174550
9906,Punjab,2020,3,patiala district,358126,4622948
9907,Punjab,2020,3,pathankot district,124994,1823052
